StationName,StationID,μₑ,ϕₑ,ξₑ,BIC
KENORA RCS,6034073,48.13206197162094,2.8800190994314336,0.27654395074024635,417.59105345239425
RAWSON LAKE (AUT),6036907,46.98755654911298,2.7494532698072485,0.058284289432628374,245.77710336426802
SIOUX LOOKOUT A,6037775,41.88467303544348,2.507393986418771,0.15061729919119515,344.7337098743365
ARMSTRONG (AUT),6040325,39.26965783387545,2.475677188961081,-0.2089986388074179,118.35523571020804
CAMERON FALLS (AUT),6041110,48.19703060342711,2.391027263434765,0.0912489479884177,87.46486274047882
CARIBOU ISLAND,6041221,38.98585481921238,2.282872184094507,-0.03679781119441973,178.20211971712484
GERALDTON A,6042716,41.31404255704286,2.4662170816975277,0.0849391916811714,420.78319511405056
PUKASKWA NATL PARK,6046770,38.56139356325589,2.6330770887944728,0.2114662101602694,199.92479438345163
SLATE ISLAND,6047810,40.74689178218328,2.3563023220386476,0.032512763997890486,175.03295430140358
THUNDER BAY CS,6048268,40.89543827725459,2.50933839613187,0.20485386934312572,466.26010295687706
ELLIOT LAKE A,6052259,49.0981792243597,2.5032856994629062,0.35629553382094525,118.96469994634751
MISSISSAGI ONT HYDRO,6055210,41.15141243341732,2.7214231147972283,0.03905497277435219,207.9485721255965
RAYNER,6056907,47.15876887953829,2.5180885678073133,0.251868691614513,144.00341053548698
SAULT STE MARIE A,6057592,40.194528684465716,2.405661526280817,0.19679281278160213,388.38069758675726
WAWA (AUT),6059408,45.5332057651969,2.566220386958959,0.020748968214710777,192.3271506350813
WHITE RIVER,6059475,39.12868194844721,2.659764765324326,-0.0026533261844008376,187.43947760440136
CHAPLEAU A,6061361,41.42467320218879,2.5980040470751082,0.12020303888147722,247.99293459394974
SUDBURY A,6068150,42.82313106547562,2.4346658781281088,0.18896378256986696,307.6270889273116
SUDBURY SCIENCE NORTH,6068158,36.02702011693308,2.292093713644589,0.2839142955885861,178.37162411998227
DYMOND ONT HYDRO,6072183,34.11594855420867,2.320042686443055,-0.12420336141793184,115.2947871032767
KAPUSKASING CDA ON,6073980,36.978017714326775,2.242362207127613,0.1708496549411871,340.30534067229524
KIRKLAND LAKE CS,6074211,42.0256947667129,2.5627739677262493,-0.2460707110202361,275.2802360132218
MOOSONEE RCS,6075435,35.739616011665674,2.2620635168670216,0.27787196335923914,258.5311275098576
PINARD,6076540,40.596150652577705,2.2912658685808402,0.20799700672005123,209.04000425254353
TIMMINS VICTOR POWER A,6078285,36.843885568756406,2.43031766102839,0.26707896350351923,427.9593736950134
UPPER NOTCH,6079068,48.18380098447473,2.5795051805604094,-0.1492461768628593,138.9260575202584
LA CAVE,6084278,41.382378345358084,2.7719400141744726,0.010390838951073966,94.21571850175796
LAKE TRAVERSE,6084307,36.454376542952005,0.6831968592572553,1.2730742743315258,83.69136077268797
NORTH BAY A,6085700,51.17147384777262,2.4821494518318756,0.017946878410445122,345.03371547024756
GREAT DUCK ISLAND,6093004,39.876748171709544,2.1785361843957256,0.05529483900185176,144.91417127337212
BARK LAKE DAM,6100493,31.039051385847888,2.3447630906299244,0.1453961865040919,120.07048711237474
BROCKVILLE PCC,6100971,47.72728930065301,2.663810042660006,-0.04537656145578041,314.1988475558094
COMBERMERE,6101820,39.32588344771518,2.2969737874766594,-0.17421657803202134,160.29709187869585
CORNWALL,6101874,46.98512586364002,2.727482986718622,-0.1664315996453908,134.4879779814276
CORNWALL ONT HYDRO,6101901,40.40493682924021,2.579197842929723,0.16920270339312019,291.3839056529275
KEMPTVILLE CS,6104027,45.59100313499909,2.4064671621328566,0.05973471982968138,299.99334885467596
KINGSTON CLIMATE,6104142,42.30638582841545,2.6260057350410984,-0.16237146988159096,223.94909300607594
KINGSTON PUMPING STATION,6104175,43.23441291911196,2.3384019418703477,0.038648809690285724,507.1783401035135
OTTAWA CDA RCS,6105978,43.431328282204746,2.3783274215863113,0.12561013122952513,463.1627824922791
OTTAWA MACDONALD-CARTIER INT'L A,6106000,43.88568193560015,2.091054314403956,0.33561976952180017,312.6516725180489
PETAWAWA NAT FORESTRY,6106400,39.83599909407255,2.648432133909752,0.0630867084606099,300.8117397625664
SMITHS FALLS TS,6107836,41.4828418175109,2.5413517124851817,-0.16852765648410553,186.62547271274363
BARRIE WPCC,6110557,42.22669183173592,2.4682141677012344,0.20206331700974103,251.553910730437
BEAUSOLEIL,6110617,43.786083287080885,2.7136154150412493,0.2266378217227593,248.66185932732162
COLLINGWOOD,6111792,41.869565303463574,2.400799854165384,-0.11450845848689359,173.5948019923536
DORSET MOE,6112072,41.01016645395351,2.456659386512708,0.19186049619883494,233.51339846014736
ORILLIA BRAIN,6115811,42.38126587732444,2.348950880712374,0.13841444002778117,291.34962478760974
OWEN SOUND MOE,6116132,44.6881448053054,2.5362956997043113,-0.07751900492691721,320.73855897521446
PARRY SOUND CCG,6116257,44.804265573839075,2.0749366109369687,-0.4431025827487965,96.26562781564297
RAGGED RAPIDS,6116843,40.53298352287594,2.128495813820602,0.15076987307837578,114.14919020255041
BARRIE-ORO,6117700,43.377113253348966,1.8919955661710728,-0.10474560164110144,96.39710555396083
UTTERSON ONT HYDRO,6119115,38.6345035817272,1.972528745848335,0.14712669746282905,87.15172012741584
WIARTON A,6119500,44.230136477659315,2.42041137533481,-0.01249890983203469,290.11559898001224
EGBERT CS,611E001,38.14201696420521,2.305471474570086,-0.06008975795535644,186.5726568867749
COVE ISLAND,6121912,37.60666564547052,2.1656827771624423,0.2909056083189815,149.43512573429769
CYPRUS LAKE CS,6121940,45.45025771310206,2.554635729732794,0.4793157025744524,131.1726637738536
GODERICH,6122847,38.88922464552142,2.152336809168961,0.5359768184466396,260.09617935117376
SARNIA CLIMATE,6127519,47.50627533160504,2.5714153814998726,-0.07533728847499131,414.0682826139629
CHATHAM WPCP,6131415,47.31461855458271,2.508464104473986,-0.06397526343490048,335.49809375713744
DELHI CS,6131983,46.62368051764935,2.4773894264323433,0.18210272803377162,436.1690775090962
HARROW CDA AUTO,6133362,41.83714038941125,2.170725401010336,0.6608502698797704,240.76786995569952
LONG POINT,6134610,42.949839461211305,2.544807735624784,0.20588622441086674,152.7030709158777
NIAGARA FALLS,6135638,45.00345225855373,2.3947661393360633,0.05130071436026684,218.1570891985689
PORT COLBORNE,6136606,43.447478188703556,2.5424644681723607,0.1682643661091383,331.41400006727304
PORT WELLER (AUT),6136699,45.06541718122452,2.4009497251098764,-0.16138288948805693,84.92372784918811
RIDGETOWN RCS,6137154,49.57002658418396,2.6551192852290013,0.05273829579668866,335.40327393774925
ST CATHARINES A,6137287,43.63708539357899,2.4446340510969593,-0.01988196074003498,324.4453177513235
ST THOMAS WPCP,6137362,43.78337135097928,2.615714826910806,0.12263551509366044,661.3992552422071
SIMCOE,6137730,44.96308626632899,2.612669760528718,0.05924037135042324,221.24273222866057
VINELAND STATION RCS,6139148,48.71582776602314,2.6696444590326323,-0.37804722548754566,228.2982265785391
WELLAND-PELHAM,6139449,43.52330973107491,2.531572478710306,0.022377599402761135,89.51881965898075
WINDSOR A,6139525,48.466998119134416,2.559069038118645,0.006701990303729123,518.2019217517102
WINDSOR UNIVERSITY,6139538,48.66178730704185,2.741747891984865,-0.37202683919352086,106.26676767854009
POINT PELEE CS,613P001,46.88567305670811,2.6846018261414284,0.19228121905822926,201.76213076248337
BLUE SPRINGS CREEK,6140818,52.46291067967469,2.490673081740884,-0.1632944018095045,94.8366945318449
BRANTFORD MOE,6140954,45.82813453161317,2.520640000075707,-0.07290532200855315,311.7336936663696
CAMBRIDGE GALT MOE,6141095,48.02544410524062,2.4155099154584865,0.14676983826397078,130.5160830197196
ELORA RCS,6142286,40.891057586907884,2.5583575251295994,0.0575055165034179,353.4635290947603
FERGUS SHAND DAM,6142400,46.15662159559821,2.572539883194382,0.13735037292579147,375.0886803944141
GLEN ALLAN,6142803,44.87274502673021,2.5321042251970765,0.3892857000623753,93.47002702924559
GRAND VALLEY WPCP,6142991,41.517664971311525,2.2854778626268275,0.2189452390941812,136.0054952886039
GUELPH SMALLFIELD FARM,6143087,38.8538107851413,2.301296698455536,0.7210154170843085,101.39819619443716
GUELPH TURFGRASS,6143089,40.579462546032644,2.3518521466497595,0.10904959059118424,434.9717867902684
KITCHENER CITY ENG 2,6144241,43.676923076923075,2.181221751258825,0.0,0.0
LONDON CS,6144478,45.527607309237375,2.6493556951234805,-0.007769981351124643,579.5811714622043
MOUNT FOREST (AUT),6145504,44.855625352037585,2.4529647603586153,0.03187491219170078,318.9924746205575
PRESTON WPCP,6146714,51.86652463615366,2.5611302839067,-0.20769554089607606,194.7905463444145
PROSPECT HILL,6146745,48.49700427029579,2.2159429799170267,-0.0358240452522326,82.4249255682632
STRATFORD WWTP,6148105,44.203077534058636,2.5731273577884655,0.2946847946481601,330.8648231193796
WATERLOO WELLINGTON A,6149387,44.814958463825946,2.487063535089839,0.1705848047307656,293.8904516168449
WOODSTOCK,6149625,41.84070887075186,2.5834554756943913,0.2932418702690808,173.2464231641328
BELLEVILLE,6150689,45.82120525700128,2.437681609194504,0.04214349926889023,325.32734835082204
BOWMANVILLE MOSTERT,6150830,39.972273306755014,2.1367495885860803,0.14242494777712322,253.36993509911275
BURKETON MCLAUGHLIN,6151042,43.142185384798694,2.2317736508277046,0.07974687851622275,257.2895487965152
BURLINGTON FIRE HQ'S,6151059,38.32882960508237,2.3032255125421557,0.31806488064319915,88.2258424543285
CAMPBELLFORD,6151137,38.25378566474174,2.286723841256477,-0.05004602191002981,194.19495763688573
COBOURG (AUT),6151684,43.03665959473037,2.3312200873494384,0.5265448882937959,91.0630876575083
GREENWOOD MTRCA,6153020,36.43378632958708,2.3604287232174315,0.07846427223352793,200.77371574271325
HAMILTON A,6153194,44.95140486908906,2.6551062664758707,0.09650647069476509,293.72492788279584
HAMILTON RBG CS,6153301,43.98364886610925,2.236161213886314,0.2804206040248549,433.4583714993182
HEART LAKE,6153410,50.81913907751063,2.601461545456171,-0.1463908914410652,97.36438647562062
MAIN DUCK ISLAND,6154820,39.0359460331947,2.028533721676956,0.36418918590876764,169.62601344325586
MAPLE,6154950,41.35618641286958,2.193908860326597,-0.021114196448315005,97.85766178954827
MILTON KELSO,6155187,48.04759240332797,3.019233960707203,0.13361182624367818,119.67106965010446
OAK RIDGES,6155722,43.19759732307137,2.7365376214202257,0.030270678673082196,155.94586434800573
ORANGEVILLE MOE,6155790,36.49700098725807,2.316675708030634,-0.0744611462399517,84.13677633053368
OSHAWA WPCP,6155878,38.50963932814038,2.30553714702134,0.310303779166724,303.0834635425592
PICTON,6156533,41.23920483534059,2.449522901275419,0.12829615674800207,239.69256424431282
SMITHFIELD CDA,6157831,40.54665745905683,2.4893531570927854,0.022915092293715415,164.10433066092764
STOUFFVILLE WPCP,6158084,40.69901235294745,2.337941582100316,0.3597548186586286,165.52301686384467
TORONTO CITY,6158355,41.05021581871209,2.317588795213664,0.18848977162872962,565.4283357368074
TORONTO BOOTH,6158406,39.21619898968434,2.3525408549744684,0.18481270050489368,227.97073208644323
TORONTO ELLESMERE,6158520,39.882376508569436,2.0728967534061398,-0.025086710194046933,198.7754109126607
TORONTO ETOBICOKE,6158525,42.89453190170657,2.091292490261182,0.17001259714265576,128.9267667307667
TORONTO GREENWOOD,6158575,37.76349296151293,2.131815896865956,0.06671003185181383,128.4759638451293
TORONTO ISLAND A,6158665,40.57292751898635,2.2722246935505694,-0.07387545892696284,192.68794466982013
TORONTO INTL A,6158731,40.62111916133026,2.244676741960813,0.3296924553506711,534.184487139777
TORONTO LESLIE EGLINTON,6158732,37.440010827110946,2.215327267485783,0.047892463823143674,91.11429146116592
TORONTO MET RES STN,6158740,38.960603422463585,2.256627875204166,0.22358075034647665,159.46677339849538
TORONTO OLD WESTON RD,6158764,37.931199555531464,2.244900893849869,0.14590795644135854,205.13498029324893
TORONTO SENECA HILL,61587PG,37.38436365945706,1.8789323233372035,0.3366386386953169,87.43656214096721
TRENTON A,6158875,45.17975366405078,2.50977933268154,0.07751771061182192,408.34565987055475
TWEED,6159010,38.53402981004547,1.7338249552026241,0.4132327563398142,99.79507460884003
WILCOX LAKE,6159510,37.51898597892192,2.3476529011890106,0.4589496801372307,90.58019374313335
TORONTO YORK MILLS,615HHDF,34.40414988532986,2.549369154608915,-0.21207526302280416,111.61042521306373
TORONTO BUTTONVILLE A,615HMAK,41.27260067402182,2.4053791133411973,-0.15585986491573792,173.11556259044
OAKVILLE SOUTHEAST WPCP,615N745,41.93153335212918,1.8191900388410804,0.620917056815427,97.09012278364222
TORONTO NORTH YORK,615S001,39.19885805746611,2.384810001421439,0.309369185821948,258.8003404413015
HALIBURTON 3,6163171,42.96964511481708,2.5094125078087433,0.0004644470097041809,139.02035832096146
LINDSAY FILTRATION PLANT,6164432,38.71839544589206,2.03637193686663,0.3078622320964224,199.16813652972357
PETERBOROUGH A,6166418,42.84295157530221,2.5067439779373997,0.15875932421313815,286.28417312807665
PETERBOROUGH STP,6166450,38.280223931265056,2.4400521950304466,0.16105828134892108,240.34429451998878
PETERBOROUGH TRENT U,6166456,40.56197652708423,2.152349169140132,-0.4954937872652876,83.15647092498605
WEST GUILFORD,6169453,45.808586028718665,2.608305130015734,0.15495745472364558,145.10978773031596
CHARLOTTETOWN A,8300301,55.99900992519736,2.9287822008976523,-0.19462407268736173,292.2887651226613
SUMMERSIDE,8300596,42.240232707414414,2.3940254315845237,0.028542783866331904,306.07128402154194
HARRINGTON CDA CS,830P001,53.06934246164212,2.693474009157164,-0.21955474609096862,141.1472061289028
BEAUPORT,7010565,50.83007453338446,1.871232501032234,0.008948219374731434,76.18241657830839
CHARLESBOURG PARC ORLEAN,7011309,56.57163095995358,2.7048586329067508,-0.5413363586707659,200.74417077270132
DESCHAMBAULT,7011982,48.45606139374048,2.5754336218734304,-0.06773157230337401,232.27738161090252
DUBERGER,7012232,55.047454990875465,2.658248167798898,-0.3838793762189117,153.39613441648308
DUCHESNAY,7012240,55.35629760557775,2.3834700135058045,-0.26281794615056775,177.2482544169722
JOLIETTE VILLE,7013362,46.50539340148868,2.658928064337902,-0.3483764484761521,195.28693402148096
L'ASSOMPTION,7014160,46.749893388765045,2.414972897843119,0.20616460356599492,381.65373352866055
OKA,7015730,44.18329001476306,2.550665407665356,0.010800323963902049,241.72035705909101
QUEBEC,7016280,52.48268438154423,2.9472556875302645,0.15344606860958782,287.202573402633
ST ALBAN,7016800,49.53138730670629,2.441041217778148,0.17710309912403083,257.5707204282498
ST AUGUSTIN,7016900,55.108268479045066,2.672102017131476,-0.5481628742639895,199.20091268119702
STE BEATRIX,7016902,49.07025919558731,2.4366364772483418,0.21499695515688338,166.11146107063237
ST BENOIT,7016906,47.05789682952625,2.4931880995356064,-0.3992689802479759,139.67375282886587
STE CATHERINE,7016932,50.39231372274311,2.6787146571041065,-0.26029949800337415,198.30484392487466
ST DONAT,7017100,45.93146486509335,2.3914656237255247,-0.10928009883363062,197.4915818017679
STE FOY MATAPEDIA,7017B65,50.861391804877655,2.52382742942195,-0.15096205312019778,112.48969670400656
STE FOY (PIE XII),7017BFN,56.67636241515896,2.6973977257026593,-0.5836987422912074,206.85608016668255
SHAWINIGAN,7018001,45.43417325494719,2.619880180107895,-0.10234155388582172,350.2217195569453
COURVILLE DE POISSY,701A9E0,60.41597047240939,2.7831189383334305,-0.7283019292692916,94.24353569280468
TROIS RIVIERES AQUEDUC,701HE63,46.24968497239293,2.512017527348693,-0.06417620465351732,179.82569070658224
QUEBEC JEAN LESAGE INTL,701S001,52.01657122920398,2.4369962870831383,-0.06970108218841477,376.60370179640415
ARTHABASKA,7020305,44.48201416312027,1.8826645114608662,0.21165588351977743,232.50297815013982
ASBESTOS,7020360,40.642379099094725,2.532282225002781,-0.1761788332046628,95.50923313887348
BROME,7020840,46.73140753153308,2.466521226557828,0.2980959612810752,237.66353129640842
CHARTIERVILLE,7021320,42.38437694938859,2.0723751084948274,0.19312861045512508,174.7463843165329
DANVILLE,7021954,43.029038681389046,2.033315816264946,0.8024800276051406,95.97686974771058
DRUMMONDVILLE,7022160,41.83908860333551,2.421332809675654,0.061387380116681246,235.7529743109149
FORTIERVILLE,7022494,44.51706179813657,2.287662700339716,0.41728321963874954,222.70497236331124
GEORGEVILLE,7022720,45.50100177158971,2.456545292126532,0.1361976358861383,265.4024526957674
GRANBY,7022800,51.86557910350474,2.5646862605589824,0.0698584905600483,252.7853383200538
ISLAND BROOK,7023312,43.118698087619784,2.2795123137441253,-0.004277596781877219,131.4770539616178
LAC MEGANTIC 2,7023677,39.816432190212765,2.474378234194131,0.0958718148245642,256.8953054554413
LAUZON,7024254,53.13081217366113,2.6118095088239146,-0.36067079022522686,152.18676609806764
LENNOXVILLE,7024280,43.72733072802009,2.394746596778202,0.033021960039956146,379.0461063641955
LINGWICK,7024320,48.9011131885503,2.36968909373624,0.17345199744354634,261.33013194978514
MAPLE LEAF EAST,7024624,41.57039326529935,2.039180410198896,0.23160606010047463,128.28941749148794
MONT MEGANTIC,7025212,50.97544043794469,2.249962726029273,0.1449592461549081,93.3073746253101
MONTREAL JAR BOT,7025257,48.08749264609496,2.4493738686029536,0.13936943873981011,114.57440386918604
MONTREAL JEAN BREBEUF,7025260,43.231264244359465,2.565268706680237,0.09268528992725517,142.8177658297263
MONTREAL LAFONTAINE,7025267,43.16749008819774,2.407203465415437,0.1119966155657582,146.25500739536955
MONTREAL MCGILL,7025280,45.40339675357408,2.4700427377521716,0.05410551304204101,279.8455994942666
NICOLET,7025440,41.93552935674357,2.5912167665838655,-0.09378549702869687,131.823322825139
ORMSTOWN,7025745,42.37307911598363,2.506735896412208,0.08630064729762761,274.96615447827196
STE ANNE DE BELLEVUE,7026839,40.83153811883834,2.2408598875980172,0.21034003566140091,230.84655699628613
STE CLOTHILDE CDA,7027040,48.49974624245838,2.5431032365990927,-0.42036389288349185,172.4811772258106
STE DOROTHEE,7027110,44.9758384917189,2.4351864673415182,-0.11555367635928704,94.22688511319808
STE EDWIDGE,7027120,42.228501228618235,2.0068505495640827,0.2504273435689117,127.59604713182208
ST EPHREM,7027200,50.549964913610694,2.592191089559205,-0.0739446212452515,266.4927576604101
ST FERDINAND,7027248,46.251274856733154,2.381250475700899,0.3314586530848982,200.26986404567884
ST FLAVIEN,7027259,43.833300593414386,1.863594139798256,0.6106269503390991,90.04384795512435
ST GEORGES,7027283,51.33748187370544,2.814923504882043,-0.1385059721184868,260.70143797278274
ST GUILLAUME,7027302,45.84502485644459,2.3869410734692296,0.08780040724537615,210.62094059704881
MONTREAL ST-HUBERT A,7027320,46.848101740055995,2.4149838141112925,-0.2415648773645436,234.36729088197643
ST ISIDORE D'AUCKLAND,7027372,42.771474052113525,2.1053122355018017,0.01806401621921777,126.47399241386726
STE MADELEINE,7027517,46.840162802897495,2.562708377622312,-0.24602055884907628,136.4258543636655
ST PIERRE DE BROUGHTON,7027656,49.474598160447165,2.468963546388407,-0.04482785257178579,235.6400698045654
ST SEBASTIEN,7027725,50.36403357171492,2.403563774794705,-0.13734422348644676,221.18538973559242
ST THEOPHILE,7027750,41.12425072043148,2.262979388965901,-0.05892521010318001,223.3784499744152
ST ZACHARIE,7027785,52.49410309281712,2.4309078395311987,-0.01845320251239153,176.8933331175896
SAWYERVILLE NORD,7027802,44.89347975669888,2.124110499138015,-0.07285473214606628,236.43104462892146
SHERBROOKE,7028120,41.88012971134705,2.4402379259860316,0.20312409605230075,115.23569693873718
SHERBROOKE A,7028124,45.7798155607836,2.4967355167860563,0.0014132515354776001,271.0691963322382
THETFORD MINES,7028441,52.991883318760394,2.8182034868828323,-0.29801919073405314,281.1358643312217
VALLEE JONCTION,7028676,46.62878110434125,2.3951102557301778,-0.13255802184403007,252.2338543555397
VALLEYFIELD,7028680,44.48259265377493,2.2920008796834717,0.3878017974267081,105.63804052183994
BEAUCEVILLE,7028754,65.1,2.863376821272092,0.0,0.0
WEST DITTON,7028906,41.60180668101309,2.1289448797976815,0.12579639847623947,214.16573742123603
WOBURN,7028946,39.38225977720921,2.100117044493676,0.2696089304612782,185.66451163226495
L'ACADIE,702LED4,49.001081403700226,2.361422862056455,0.3127674830173581,89.27634002718813
MONTREAL PIERRE ELLIOTT TRUDEAU INTL,702S006,43.13646182818917,2.301759707166718,0.06616476837631222,490.79492464015897
ANGERS,7030170,45.25667069749272,2.7318787647481617,-0.056179851400203415,128.00897299321466
BARRAGE MERCIER,7030457,40.17415627270984,2.1720662407672098,0.3730880260180728,110.47326188586806
CHENEVILLE,7031375,44.07940877093984,2.6860753685441203,-0.14266680909730933,227.34435063851066
MANIWAKI UA,7034480,41.420847660719794,2.375690022539223,0.11056013201513828,226.96075793456706
MONTREAL MIRABEL INT'L A,7035290,49.664497089545165,2.4027873343230457,0.14202784529470835,212.8115489511448
NOMININGUE,7035520,42.45050824019589,2.579896535030982,-0.05068233053592326,232.92878133987185
STE AGATHE DES MONTS,7036762,47.72079557288871,2.567567700838254,-0.02092004339109347,233.31230416456057
ST JEROME,7037400,45.296569685267585,2.6189189403084248,-0.14464261047199523,223.9375629365506
SHAWVILLE,7038040,38.192089001868524,2.5051419650991553,0.1846616390732989,261.564916538042
BAIE-COMEAU A,7040440,45.92222492822558,2.4253779707845906,-0.4342275414019288,213.4223378092694
BAIE ST PAUL,7040446,53.93949213835188,3.009351175695921,-0.3751097666303208,148.75748739817
LOURDES DE BLANC SABLON A,7040813,42.974177555934475,2.4711372115255505,-0.13993870589062168,240.16249604883575
CAP TOURMENTE,7041177,40.29831608859531,1.7461419925604063,1.2355958805150125,94.5903290867971
CHARLEVOIX (MRC),7041312,70.70792745277421,2.998512150991324,0.5883380431021383,135.01939054599433
FORESTVILLE,7042378,48.40649710551404,2.634518685702279,-0.03365809414662592,219.48594679564258
FORET MONTMORENCY RCS,7042395,56.883165148508034,2.3512929423743962,-0.09575882531062403,266.704014089059
GAGNON A,7042590,38.55947219597349,2.411007436521471,-0.005457730956626014,144.0196135267526
GRAND FONDS,7042870,45.530968062268016,3.0495546387337837,-0.04357426921405597,173.90789939918957
HAVRE-SAINT-PIERRE A,7043018,49.15519328098828,2.3277859646597214,-0.09264816098828352,115.8929567027688
