StationName,StationID,μ,σ
LENNOXVILLE,7024280,43.92379212688383,11.103234757319136
LINGWICK,7024320,49.95426059111129,11.643399081665432
MAPLE LEAF EAST,7024624,42.63086168077571,8.701365386340948
MONT MEGANTIC,7025212,51.7373038490595,10.132051617776337
MONTREAL JAR BOT,7025257,48.98806744871126,12.369328944588403
MONTREAL JEAN BREBEUF,7025260,43.896077905725306,13.605004510025157
MONTREAL LAFONTAINE,7025267,43.85826975311587,11.649153136210659
MONTREAL MCGILL,7025280,45.75635241237231,12.081690980345348
NICOLET,7025440,41.271792576003904,12.885720446670543
ORMSTOWN,7025745,42.957300712721874,12.657541919869857
STE ANNE DE BELLEVUE,7026839,41.92104558836176,10.414824481725027
STE CLOTHILDE CDA,7027040,45.81960258616448,11.586333114645727
STE DOROTHEE,7027110,44.29271740807562,11.054273385285576
STE EDWIDGE,7027120,43.31121156903399,8.464777915085488
ST EPHREM,7027200,50.02150015803227,13.01514707027414
ST FERDINAND,7027248,48.30487995750046,13.002616931946724
ST FLAVIEN,7027259,46.3547651495005,9.034456340056416
ST GEORGES,7027283,50.12516492510434,15.946155236650158
ST GUILLAUME,7027302,46.36160062898622,11.262352426546421
MONTREAL ST-HUBERT A,7027320,45.470815408986034,10.283369976507633
ST ISIDORE D'AUCKLAND,7027372,42.851809422782864,8.253378720399729
STE MADELEINE,7027517,45.18628921465637,12.602044982343301
ST PIERRE DE BROUGHTON,7027656,49.19349217145121,11.605950057280143
ST SEBASTIEN,7027725,49.57341096654943,10.548267603027078
ST THEOPHILE,7027750,40.82464179453335,9.457948774280894
ST ZACHARIE,7027785,52.37872537910697,11.308433918301972
SAWYERVILLE NORD,7027802,44.55504164987059,8.246149753789535
SHERBROOKE,7028120,43.204874944712174,12.716930138689282
SHERBROOKE A,7028124,45.788908311338915,12.147778597735336
THETFORD MINES,7028441,50.44235373728956,15.637504262875336
VALLEE JONCTION,7028676,45.86081995287435,10.521206964389783
VALLEYFIELD,7028680,46.790049716404845,12.563995316583977
BEAUCEVILLE,7028754,56.70194314607763,14.954452816052367
WEST DITTON,7028906,42.191853914877484,8.923472845270602
WOBURN,7028946,40.68844194486496,9.470240409638752
L'ACADIE,702LED4,50.94245947609711,12.633232569598924
MONTREAL PIERRE ELLIOTT TRUDEAU INTL,702S006,43.49139395036555,10.24222150679756
ANGERS,7030170,44.79716348761268,14.964886864375767
BARRAGE MERCIER,7030457,42.13569107871265,10.623348295012727
CHENEVILLE,7031375,42.984731172737696,14.337149931062728
MANIWAKI UA,7034480,42.077747058422574,11.281604049790534
MONTREAL MIRABEL INT'L A,7035290,50.539313468140506,11.734145351045317
NOMININGUE,7035520,42.09784260230798,13.043844777474042
STE AGATHE DES MONTS,7036762,47.57635329036519,12.952554798590878
ST JEROME,7037400,44.25277551419245,13.154667700538088
SHAWVILLE,7038040,39.48921049712086,13.400846986782636
BAIE-COMEAU A,7040440,43.560688461456635,9.68696945575083
BAIE ST PAUL,7040446,50.2150740358022,17.87529666991149
LOURDES DE BLANC SABLON A,7040813,42.09676472155817,11.581581245047126
CAP TOURMENTE,7041177,46.08643940998087,13.976132645906421
CHARLEVOIX (MRC),7041312,78.14777418592482,28.798981805248104
FORESTVILLE,7042378,48.156210498068596,13.792887155153153
FORET MONTMORENCY RCS,7042395,56.353095632932906,10.14611255208434
GAGNON A,7042590,38.526901224634855,11.128731423045089
GRAND FONDS,7042870,45.02202327326635,20.963389394567763
HAVRE-SAINT-PIERRE A,7043018,48.656168045658305,10.0391564927655
NATASHQUAN A,7045400,47.67929699706437,9.833448501902732
PENTECOTE,7045910,57.17668299727842,10.327404343246481
SEPT-ILES,7047914,46.18158733037305,13.167442971984904
BAIE-COMEAU,704S001,46.11171723176568,12.596871089563791
CAP MADELEINE,7051160,37.30241064050618,13.93065326371103
CAP SEIZE,7051175,36.47462466607575,10.68556006317621
GASPE A,7052601,58.25459411500087,20.48936332803124
GRANDE RIVIERE,7052820,53.809554443230766,18.447752907636968
LAC HUMQUI,7053649,44.4899620082517,12.03398584849306
LA POCATIERE CDA,7054095,40.17615482946694,13.041970202257751
MATANE,7054640,35.1313083179283,8.331472786696732
MONT JOLI A,7055121,40.6874151200419,11.248559967048328
MURDOCHVILLE,7055380,37.684787979291656,16.507704571679575
NOTRE DAME DU LAC,7055675,42.65551865072752,7.87120662628973
NOUVELLE,7055705,38.65489406374117,12.164685264062882
RIMOUSKI,7056480,37.273692106964006,11.978806075566396
RIVIERE AU RENARD,7056563,51.58048608960372,16.55884435566864
RIVIERE DU LOUP,7056615,41.64257232159146,8.570950439489808
ST ALEXIS DE MATAPEDIA,7056814,41.95755149719393,11.049056628774046
ST BRUNO KAMOURASKA,7056922,41.63196055741218,12.46687926432653
ST CHARLES GARNIER,7056970,41.02600287282913,12.60804760317505
STE GERMAINE,7057287,45.67509457037155,10.408817141251085
ST JEAN DE CHERBOURG,7057395,41.098927079250046,13.293993517171259
ST MALACHIE,7057518,44.10689087348675,13.17499385807493
ST MODESTE,7057574,35.3047314212195,7.719533862882967
ILES DE LA MADELEINE A,705C2G9,54.68556192176308,13.805499159416179
BAGOTVILLE A,7060400,39.48718745848492,10.30475660474875
JONQUIERE,7063370,34.26259707480291,8.702210105260685
LAC STE CROIX,7063690,40.44074365088011,11.132376948908645
MONT APICA,7065100,51.4,20.150489379224076
NORMANDIN CDA,7065640,38.19043038103548,12.3125757755396
PORTAGE DES ROCHES,7066080,42.86556322105275,12.612292114995276
ROBERVAL A,7066685,41.49030840371727,12.219253397480912
ST COEUR DE MARIE,7067060,40.565949757582985,13.956578421691027
LA BAIE,706Q001,42.38813123784648,15.448422815152398
GRANDE ANSE,7072816,38.750805980118066,12.244649432243943
LA TUQUE,7074240,36.07413581107013,10.38526729731962
ST MICHEL DES SAINTS,7077570,37.086452510226856,12.839979529741976
BARRAGE ANGLIERS,7080452,38.695179558381625,8.595181960950846
BARRAGE TEMISCAMINGUE,7080468,42.06184661736454,11.933483013226471
AMOS,7090120,42.73580922943599,15.125065899509023
CHIBOUGAMAU CHAPAIS A,7091404,41.23711354522737,10.953577433853486
LA GRANDE RIVIERE A,7093716,36.84533167143844,10.890580268129337
LA SARRE,7094120,35.64639857908661,8.20178752801867
MATAGAMI A,7094639,37.85318898320577,9.848044718503246
NITCHEQUON,7095480,32.67244586764063,9.622287751558762
RIVIERE HEVA,7096621,39.438109201460456,9.712309118017318
VAL-D'OR A,7098600,38.23094043138569,7.682908825458804
INUKJUAK UA,7103282,27.03098421438994,7.466704987072379
KUUJJUARAPIK A,7103536,34.368072467295065,10.781043922392
KUUJJUAQ A,7113534,24.666779628378237,8.427444641723687
QUAQTAQ,7116270,19.25631566793809,5.265342076752461
SCHEFFERVILLE A,7117825,32.82523826052039,10.623432403677109
